net,length_um
_03024_,168.79
_05357_,168.78
_03245_,168.62
_09091_,168.56
_10623_,168.525
clknet_5_18__leaf_clk,168.49
_11951_,168.46
net126,168.18
decoded_imm\[3\],168.16
_04815_,168.04
_05665_,167.94
_10876_,167.86
decoded_imm\[2\],167.86
net259,167.82
decoded_imm_uj\[12\],167.75
_03184_,167.7
net323,167.6
_09149_,167.57
_01733_,167.37
_09112_,167.34
_10335_,167.34
_05603_,167.29
_10329_,167.26
_10836_,167.2
alu_out_q\[1\],167.08
_10933_,167.03
_05085_,166.92
_08626_,166.88
irq_pending\[13\],166.85
_05712_,166.68
_10364_,166.68
_14482_,166.33
alu_out_q\[31\],166.32
net220,166.32
_10759_,166.3
net75,166.28
_11234_,166.22
_05642_,165.95
_10671_,165.94
_06465_,165.92
_08630_,165.9
_10109_,165.8
_05697_,165.46
net246,165.36
alu_out_q\[12\],165.34
irq_pending\[7\],165.29
decoded_imm_uj\[8\],165.26
_08832_,165.02
_05272_,164.94
_06583_,164.94
_08903_,164.91
_06111_,164.89
decoded_imm_uj\[9\],164.815
_08724_,164.765
_09974_,164.72
_05751_,164.7
_05471_,164.64
_05207_,164.54
net9,164.53
_08872_,164.52
genblk1.pcpi_mul.rs2\[19\],164.37
_14214_,164.085
_06436_,164.03
_01718_,163.96
genblk1.pcpi_mul.rs1\[29\],163.82
_10165_,163.8
alu_out\[19\],163.78
_06109_,163.65
net172,163.64
_08312_,163.56
clknet_5_23__leaf_clk,163.48
_10848_,163.47
_05836_,163.46
_08295_,163.12
net69,163.08
_02372_,163.06
_01559_,163.03
_05459_,163.02
_08278_,163.02
_10967_,162.94
net254,162.92
net15,162.85
decoded_imm_uj\[13\],162.81
_04988_,162.7
_09055_,162.7
_08363_,162.65
_10090_,162.5
_08805_,162.39
_10719_,162.26
_10624_,161.98
_05596_,161.93
net13,161.73
_10114_,161.68
net74,161.68
_08801_,161.5
_10332_,161.42
instr_retirq,161.3
_08194_,161.25
cpuregs\[19\]\[10\],161.195
_08060_,161.18
_10129_,161.1
_10587_,161.06
_11379_,161.04
_04863_,160.98
_05589_,160.94
_05617_,160.9
_13695_,160.82
_10708_,160.74
_05695_,160.44
_05225_,160.42
_03069_,160.38
genblk1.pcpi_mul.rs2\[17\],160.25
_03287_,159.83
_09862_,159.83
alu_out\[21\],159.72
_08749_,159.6
_08359_,159.47
_07962_,159.36
_13752_,159.305
_08511_,159.285
irq_pending\[21\],159.28
_08455_,159.22
alu_out_q\[26\],159.22
_05537_,159.16
_05915_,159.16
_14454_,159.12
_04839_,159.1
net228,159.06
_10788_,158.96
_11063_,158.96
clknet_5_19__leaf_clk,158.91
alu_out\[20\],158.745
decoded_imm_uj\[7\],158.715
_11591_,158.62
instr_setq,158.62
_13226_,158.5
_06428_,158.42
_08346_,158.18
_04984_,158.12
_09630_,158.08
_10591_,158
_03062_,157.92
_14458_,157.92
alu_out_q\[25\],157.9
_06601_,157.86
_01558_,157.76
_10095_,157.7
_06430_,157.66
_09244_,157.66
_04805_,157.58
_00033_,157.575
_10741_,157.51
genblk1.pcpi_mul.rs2\[18\],157.5
_10956_,157.45
_13829_,157.42
_10907_,157.27
alu_out_q\[7\],157.24
net289,157.22
_14280_,157.08
clknet_leaf_63_clk,156.8
_14211_,156.76
_07535_,156.66
instr_jal,156.56
_14123_,156.52
_02184_,156.48
_06246_,156.46
_08234_,156.36
_05371_,156.34
_01885_,156.33
_10627_,156.17
_06449_,156.09
_11404_,155.98
irq_mask\[22\],155.94
_10837_,155.9
_09749_,155.87
_07732_,155.82
_14215_,155.65
alu_out_q\[13\],155.56
_08572_,155.53
decoded_imm_uj\[14\],155.42
_13230_,155.39
_09092_,155.33
_10431_,155.3
_13694_,155.26
_04749_,155.25
cpuregs\[19\]\[6\],155.22
net191,155.2
_08351_,155.08
_09825_,154.98
_01713_,154.9
_00727_,154.86
_13376_,154.76
_09722_,154.52
_12172_,154.49
_11556_,154.48
_05138_,154.32
net16,154.3
_14129_,154.115
net185,154.08
alu_out_q\[11\],154.02
_09861_,153.96
_05278_,153.92
_05540_,153.76
_10710_,153.7
_10345_,153.62
_13970_,153.445
_05256_,153.44
_08517_,153.395
_10011_,153.34
net324,153.32
_13890_,153.05
net329,152.98
_09937_,152.77
_05015_,152.74
_07385_,152.675
_11656_,152.615
alu_out_q\[10\],152.58
_10934_,152.54
_08950_,152.38
_14290_,152.37
_06235_,152.36
_08193_,152.06
_01846_,152.04
_08328_,151.96
_05069_,151.92
_10607_,151.9
_04889_,151.88
decoded_imm_uj\[6\],151.625
_07742_,151.6
_07106_,151.46
_01566_,151.45
_09456_,151.43
_05304_,151.42
_05129_,151.34
_11175_,151.32
reg_pc\[28\],151.26
_09645_,151.14
_10282_,151.12
net82,151.1
_09894_,150.98
_14226_,150.94
_08570_,150.895
_10396_,150.78
_10601_,150.7
_11190_,150.68
_08900_,150.6
instr_lui,150.5
irq_mask\[20\],150.44
_05095_,150.41
_08503_,150.265
_08553_,150.1
_11664_,150.06
irq_pending\[30\],150.05
_10269_,149.82
_07729_,149.74
_00626_,149.715
net97,149.7
_04989_,149.56
irq_mask\[17\],149.52
_10786_,149.43
_03377_,149.41
_06451_,149.3
_09056_,149.25
_12604_,149.22
_07323_,149.12
_06926_,149.02
net300,148.96
_05907_,148.8
_00043_,148.78
_08666_,148.53
_12327_,148.42
_10348_,148.36
_03361_,148.18
reg_next_pc\[29\],148.14
_06104_,148.1
_02136_,148
_10696_,147.98
net72,147.78
_01841_,147.7
_10705_,147.7
_14322_,147.68
_11048_,147.66
_06453_,147.6
_08698_,147.6
_04946_,147.58
_05076_,147.52
_08590_,147.46
_02946_,147.36
_09142_,147.34
_03628_,147.31
net73,147.2
net262,147.12
_05005_,147.08
net83,147.04
latched_rd\[4\],147.01
_05315_,147
_01843_,146.95
_08873_,146.905
_13696_,146.86
_09418_,146.6
_11278_,146.52
net14,146.44
_05729_,146.28
_00627_,146.21
alu_out_q\[9\],146.14
_10790_,146.1
_04696_,146.09
_14229_,146.07
irq_mask\[27\],145.955
_06481_,145.87
_00323_,145.86
_04975_,145.83
_07734_,145.805
_09601_,145.64
alu_out\[30\],145.64
reg_next_pc\[15\],145.58
_05445_,145.5
_13590_,145.48
_11704_,145.44
_10327_,145.4
_02144_,145.38
reg_next_pc\[27\],145.28
_14464_,145.21
_08702_,145.16
_08180_,144.905
_08544_,144.88
_08147_,144.66
decoded_imm\[8\],144.645
_08417_,144.62
_02611_,144.6
_01739_,144.53
_08509_,144.44
_06467_,144.4
_08700_,144.11
_06605_,144.03
_09708_,143.92
clknet_5_17__leaf_clk,143.88
_10594_,143.84
_03520_,143.75
_08654_,143.645
_04768_,143.62
_09891_,143.6
_05306_,143.54
_05016_,143.5
is_slli_srli_srai,142.98
_05381_,142.8
_06124_,142.74
_09757_,142.74
_10892_,142.7
_08307_,142.39
_11601_,142.385
_04694_,142.37
_01501_,142.2
irq_pending\[4\],142.18
_08627_,142.06
_10596_,142
genblk1.pcpi_mul.rs1\[10\],141.78
_10781_,141.65
_13864_,141.625
_14284_,141.52
_07327_,141.47
_03028_,141.44
_09944_,141.42
_05006_,141.4
_03016_,141.36
_09379_,141.3
_01586_,141.22
_10641_,141.08
_05032_,140.92
_10760_,140.86
_14160_,140.86
_05240_,140.8
_11927_,140.77
_11893_,140.72
_08042_,140.68
irq_mask\[18\],140.65
_02909_,140.5
_09485_,140.46
_08713_,140.44
_08827_,140.26
timer\[1\],140.14
_12600_,140.11
_09717_,139.86
_02332_,139.72
_07782_,139.72
_09540_,139.66
irq_mask\[29\],139.66
_12235_,139.58
reg_next_pc\[28\],139.56
_04994_,139.455
net18,139.42
_08566_,139.38
_08894_,139.27
_11443_,139.22
_10304_,139.04
_02781_,138.92
_09109_,138.9
net222,138.9
_03415_,138.88
_05542_,138.84
_11659_,138.66
_08481_,138.56
_09799_,138.56
_10338_,138.54
net369,138.52
_00725_,138.51
_12776_,138.42
decoded_imm\[11\],138.315
_10048_,138.3
_06575_,138.22
alu_out_q\[8\],138.22
genblk1.pcpi_mul.rs1\[12\],138.2
_11894_,138.1
_01882_,138.08
reg_next_pc\[11\],138.02
_11066_,137.94
_09565_,137.92
_07745_,137.88
_10084_,137.88
_02037_,137.86
_05546_,137.74
_05829_,137.7
_13541_,137.64
_06488_,137.44
_10186_,137.43
_08902_,137.415
_04971_,137.4
_11260_,137.34
_08557_,137.28
mem_rdata_q\[26\],137.28
_09902_,137.275
_11349_,137.22
_14026_,137.12
_05405_,137.1
_14217_,136.99
reg_next_pc\[10\],136.98
_09981_,136.94
_09679_,136.92
_13826_,136.915
_06117_,136.87
irq_mask\[28\],136.74
irq_pending\[15\],136.73
net190,136.72
_08825_,136.66
irq_pending\[12\],136.62
_13659_,136.56
net325,136.4
_13836_,136.38
_10634_,136.36
_09671_,136.28
_04875_,136.27
_14297_,136.22
decoded_imm\[6\],136.22
is_lb_lh_lw_lbu_lhu,136.1
net71,136.08
decoded_imm\[19\],136.065
_05610_,136.03
_05708_,135.99
_02646_,135.95
_12212_,135.91
_01870_,135.78
_11091_,135.7
_14059_,135.685
_08440_,135.68
_10352_,135.64
_09204_,135.58
_05671_,135.53
_01886_,135.37
_07747_,135.26
_04836_,135.18
_05268_,135.18
_07445_,135.16
_08706_,135.16
_08864_,135.16
net70,135.16
_06410_,135.12
_13690_,135.105
_10122_,135.085
_08668_,135.07
genblk1.pcpi_mul.rs1\[0\],135.07
_08067_,134.94
_09258_,134.94
_07477_,134.845
_07384_,134.8
_02287_,134.7
_03490_,134.68
_10998_,134.61
_13555_,134.61
_01256_,134.565
_05971_,134.54
_05274_,134.46
_06101_,134.42
_09859_,134.4
_11561_,134.19
_10350_,134.16
_02948_,134.1
reg_pc\[30\],134.08
net8,134.07
_05544_,134.02
_13887_,134.02
_13054_,133.87
_04902_,133.82
_12891_,133.72
_14569_,133.63
_09907_,133.62
reg_next_pc\[13\],133.6
_08656_,133.58
_08145_,133.54
_05731_,133.46
_09785_,133.46
_14562_,133.4
reg_next_pc\[9\],133.34
_08803_,133.33
_06236_,133.24
_10039_,133.2
_11592_,133.2
_07767_,133.18
_08701_,133.14
_07450_,133.12
_13842_,133.12
_07777_,132.86
_08293_,132.82
timer\[0\],132.81
_05876_,132.76
_05343_,132.755
_00625_,132.605
_12778_,132.58
_02813_,132.54
_09101_,132.46
_13445_,132.41
_14216_,132.4
_10812_,132.24
_06553_,132.14
net328,132.14
_09401_,132.12
clknet_leaf_201_clk,132.12
_10673_,132.08
_04851_,132.065
_11057_,131.97
_04896_,131.95
_08355_,131.93
_05049_,131.92
net214,131.92
_08049_,131.88
_09113_,131.86
_07043_,131.755
_08374_,131.59
irq_pending\[19\],131.58
net183,131.56
genblk1.pcpi_mul.instr_any_mulh,131.545
_07044_,131.48
_08692_,131.48
decoded_imm_uj\[11\],131.48
is_sb_sh_sw,131.46
_11136_,131.34
_08747_,131.325
_10362_,131.3
_08551_,131.28
_10813_,131.24
_06345_,131.19
_05319_,131.18
_09748_,131.01
_11171_,131
irq_mask\[23\],131
genblk1.pcpi_mul.rd\[55\],130.98
_08174_,130.84
_02408_,130.82
_14400_,130.72
_14564_,130.64
_13665_,130.58
irq_mask\[2\],130.58
_06574_,130.535
mem_rdata_q\[31\],130.47
_05699_,130.46
_09506_,130.46
_07701_,130.34
_07739_,130.34
clknet_leaf_209_clk,130.34
_02683_,130.3
_05199_,130.3
_03124_,130.28
_05340_,130.015
_05148_,129.9
_08423_,129.9
_06103_,129.87
_06403_,129.77
_08281_,129.75
_12458_,129.6
_05045_,129.44
_09377_,129.44
_01992_,129.3
_07706_,129.29
_11710_,129.2
_13830_,129.18
_10083_,129.14
irq_mask\[30\],129.04
_06106_,129.02
_08652_,129
reg_next_pc\[7\],128.94
_10583_,128.91
_05384_,128.9
_10232_,128.88
decoder_trigger,128.82
_05150_,128.7
_04092_,128.64
_01564_,128.47
reg_next_pc\[30\],128.42
net87,128.42
_07388_,128.32
_08164_,128.28
_06337_,128.18
_12076_,128.16
_08802_,128.11
net174,128.08
_07085_,128.02
_14100_,128
irq_mask\[26\],128
_01066_,127.96
_11782_,127.94
_11301_,127.84
_12603_,127.8
_06965_,127.78
net98,127.74
_13375_,127.66
alu_out_q\[14\],127.66
_12834_,127.64
_06380_,127.63
_01601_,127.52
cpuregs\[19\]\[11\],127.46
net179,127.42
_08311_,127.36
reg_next_pc\[26\],127.36
_08752_,127.29
_12094_,127.29
_13717_,126.97
reg_pc\[25\],126.8
_04723_,126.78
_05705_,126.68
timer\[11\],126.66
_09219_,126.59
_01892_,126.58
_10965_,126.56
clknet_leaf_152_clk,126.56
_09150_,126.5
irq_mask\[31\],126.49
decoded_imm\[7\],126.415
decoded_imm\[4\],126.36
reg_next_pc\[4\],126.32
_13813_,126.275
_07475_,126.26
_05673_,126.24
_07887_,126.24
clknet_leaf_121_clk,126.22
_05890_,126.195
_09310_,126.12
_08216_,125.96
_13722_,125.84
_13960_,125.84
_01730_,125.8
_05513_,125.79
_04692_,125.78
_01516_,125.775
_05509_,125.76
_02911_,125.74
net204,125.72
_10970_,125.58
_10043_,125.56
_10018_,125.52
_02651_,125.5
_03123_,125.42
_13814_,125.405
reg_next_pc\[20\],125.36
_10162_,125.32
_04807_,125.3
_05232_,125.24
irq_mask\[19\],125.18
_06604_,125.14
net66,125.12
_05772_,125.105
_09288_,125.1
_09969_,125.06
reg_next_pc\[14\],125.02
_02864_,124.98
_07457_,124.94
_06355_,124.81
_10661_,124.76
net90,124.74
_05868_,124.72
_04084_,124.7
_11059_,124.68
_08970_,124.66
_03121_,124.5
_10700_,124.48
_12499_,124.46
_03118_,124.44
_10222_,124.44
_10087_,124.4
_02545_,124.35
irq_mask\[24\],124.34
_08580_,124.33
_14398_,124.33
_07764_,124.245
net263,124.2
_12790_,124.18
_02183_,124.17
_09085_,124.14
_10702_,124.06
_08840_,124.04
clknet_leaf_40_clk,123.96
_10976_,123.92
latched_rd\[2\],123.86
_04871_,123.85
_05929_,123.715
reg_pc\[31\],123.58
_13669_,123.56
reg_next_pc\[21\],123.52
net95,123.38
_09975_,123.195
_08342_,123.16
_09854_,123.12
_11110_,123.12
_10606_,123.06
_11243_,123.04
genblk1.pcpi_mul.rd\[54\],122.98
_02189_,122.88
net261,122.82
_07543_,122.8
genblk1.pcpi_mul.rd\[53\],122.72
_09549_,122.7
_01627_,122.67
_04847_,122.66
clknet_leaf_191_clk,122.62
_07541_,122.6
irq_pending\[29\],122.59
_02433_,122.54
clknet_5_20__leaf_clk,122.54
decoded_imm\[5\],122.45
clknet_leaf_129_clk,122.37
_07448_,122.34
_08804_,122.215
_03874_,122.12
clknet_leaf_99_clk,122.08
_12771_,122.055
_11717_,122.05
_06330_,122.02
genblk1.pcpi_mul.rs2\[8\],121.87
_05310_,121.86
_10080_,121.84
_13691_,121.8
_11107_,121.76
_14561_,121.66
_06378_,121.63
_10707_,121.55
_06608_,121.48
_09431_,121.46
net331,121.31
_12697_,121.28
_14105_,121.26
_02999_,121.22
_06333_,121.18
_13894_,121.18
_04899_,121.065
_10105_,121.05
_07035_,121
net192,120.98
_10156_,120.925
clknet_leaf_178_clk,120.88
decoded_imm\[9\],120.785
_06368_,120.72
_09743_,120.72
_04885_,120.7
_04764_,120.59
_14414_,120.58
net4,120.58
alu_out\[22\],120.545
_03472_,120.5
_14154_,120.48
mem_rdata_q\[7\],120.44
_08658_,120.43
_12752_,120.4
_14587_,120.395
alu_out_q\[15\],120.3
_05992_,120.18
_09247_,120.14
genblk1.pcpi_mul.rs2\[16\],120.06
_11663_,119.8
_09550_,119.77
_08710_,119.68
clknet_leaf_68_clk,119.68
_13122_,119.66
genblk1.pcpi_mul.rs2\[29\],119.64
latched_rd\[3\],119.64
_12791_,119.62
_08218_,119.6
_14108_,119.55
_02713_,119.54
_10093_,119.5
_02508_,119.495
clknet_leaf_12_clk,119.48
_10006_,119.46
_09081_,119.44
decoded_imm\[18\],119.42
_11490_,119.39
_09824_,119.3
irq_pending\[8\],119.235
count_cycle\[63\],119.2
_10861_,119.195
_14272_,119.07
_07453_,119
_11371_,118.99
irq_pending\[27\],118.96
_02811_,118.94
net78,118.94
genblk1.pcpi_mul.rd\[51\],118.9
clknet_leaf_139_clk,118.9
_02577_,118.87
_13838_,118.75
_14582_,118.625
irq_pending\[17\],118.62
_08449_,118.615
_06328_,118.54
mem_rdata_q\[28\],118.4
irq_mask\[21\],118.38
reg_next_pc\[16\],118.3
_02061_,118.28
_02170_,118.2
_09932_,118.2
_00726_,118.125
_02727_,118.06
net260,118.04
clknet_leaf_97_clk,118.04
_06486_,117.96
_12160_,117.84
_13908_,117.84
cpuregs\[13\]\[14\],117.82
_10754_,117.76
_13662_,117.7
_13934_,117.66
net3,117.63
_02747_,117.5
_06003_,117.32
_10748_,117.24
_08993_,117.1
_09866_,117.06
_04686_,117.04
genblk1.pcpi_mul.rd\[52\],117.04
_08013_,117.02
net5,117.02
_07335_,116.92
_12562_,116.92
_08545_,116.88
_08081_,116.86
genblk1.pcpi_mul.active\[1\],116.84
_05330_,116.72
_08482_,116.72
_09267_,116.67
_01640_,116.66
irq_pending\[31\],116.66
cpuregs\[19\]\[8\],116.64
_10076_,116.62
_10722_,116.61
_06469_,116.6
_09768_,116.56
_01663_,116.52
_06429_,116.48
_06365_,116.44
_05317_,116.42
_08743_,116.42
_14484_,116.3
_05297_,116.24
_10106_,116.23
_09788_,116.14
genblk1.pcpi_mul.rd\[56\],116.14
_04990_,116.08
_05492_,115.96
_08958_,115.95
_02260_,115.9
_01833_,115.88
clknet_leaf_50_clk,115.8
_09041_,115.76
net229,115.72
_12375_,115.68
_09593_,115.52
_08564_,115.48
_02876_,115.42
_09666_,115.26
_08603_,115.24
_06916_,115.22
_14033_,115.22
_06360_,115.17
_14110_,115.14
net219,115.04
_02612_,114.98
_09588_,114.96
_02776_,114.915
_02141_,114.9
alu_shr\[30\],114.82
_08695_,114.68
net170,114.66
_11154_,114.58
_05512_,114.48
_10632_,114.48
_10276_,114.44
_14342_,114.44
_04850_,114.4
_07468_,114.38
_04673_,114.14
_03471_,114.13
_04999_,114.1
_10662_,114.1
_13745_,114.08
_03219_,113.99
cpuregs\[13\]\[17\],113.99
_08469_,113.97
net22,113.94
_03398_,113.92
_08181_,113.86
_06417_,113.84
_14585_,113.785
_01720_,113.74
_05276_,113.74
_09295_,113.64
clknet_leaf_70_clk,113.6
_13558_,113.36
_14056_,113.25
_13608_,113.18
reg_out\[1\],113.18
_02437_,113.14
reg_next_pc\[19\],113.12
instr_lb,113.1
irq_pending\[26\],113.02
_12628_,112.95
net332,112.94
_05328_,112.9
_07421_,112.84
_09860_,112.81
_13239_,112.78
_05922_,112.76
_01343_,112.725
_08657_,112.67
_07774_,112.64
alu_shr\[16\],112.55
_07031_,112.52
_10962_,112.5
clknet_leaf_82_clk,112.46
_02367_,112.4
_11058_,112.32
_02681_,112.3
_11793_,112.28
_10720_,112.24
_06532_,112.22
clknet_leaf_5_clk,112.22
_12489_,112.13
_04893_,112.015
_05790_,112
_08397_,111.985
_02457_,111.92
reg_next_pc\[25\],111.92
_10240_,111.905
_14473_,111.88
timer\[12\],111.86
reg_next_pc\[12\],111.78
_06907_,111.76
genblk1.pcpi_mul.rs1\[11\],111.76
_10365_,111.74
net299,111.74
genblk1.pcpi_mul.rs1\[13\],111.72
_09281_,111.68
_11965_,111.6
_08824_,111.58
_13282_,111.58
_11665_,111.48
_11075_,111.44
_14497_,111.42
_12364_,111.38
_08667_,111.33
_09179_,111.14
_10085_,111.14
_05167_,111.08
_08308_,111.08
_09240_,111.08
reg_next_pc\[17\],110.9
_08448_,110.86
net23,110.84
clknet_leaf_47_clk,110.82
_03488_,110.78
clknet_leaf_95_clk,110.74
_09286_,110.64
_02594_,110.48
_13545_,110.47
_06485_,110.46
_07418_,110.46
_06339_,110.425
clknet_leaf_108_clk,110.38
_08640_,110.365
_11667_,110.18
_07549_,110.14
_03907_,110.12
_12068_,110.08
is_alu_reg_reg,110.08
_03547_,110.06
instr_lh,110.04
_09108_,110
_13697_,109.98
clknet_leaf_51_clk,109.9
_02426_,109.74
_10803_,109.74
_09331_,109.6
_10358_,109.54
genblk1.pcpi_mul.rd\[37\],109.52
alu_shr\[29\],109.5
_06468_,109.3
_06400_,109.24
_12323_,109.22
_11455_,109.2
clknet_leaf_59_clk,109.2
_04740_,109.18
_09631_,109.18
_07581_,109.14
_05334_,109.12
_06407_,109.09
instr_maskirq,108.95
net2,108.91
clknet_leaf_183_clk,108.895
_01795_,108.88
_14437_,108.84
_07954_,108.82
_07992_,108.8
clknet_leaf_149_clk,108.8
net65,108.68
_07836_,108.66
_03181_,108.58
_05412_,108.58
_11605_,108.54
_09251_,108.48
_11189_,108.45
_11070_,108.42
_09253_,108.12
_09710_,108.06
_10851_,108.04
_08345_,108
_02543_,107.96
_06563_,107.92
_11966_,107.9
_10595_,107.815
alu_out\[15\],107.785
_08522_,107.78
_13609_,107.74
_07771_,107.73
_07406_,107.7
clknet_leaf_143_clk,107.64
_02294_,107.6
_08161_,107.6
_04801_,107.54
_13959_,107.52
_13762_,107.48
_07461_,107.38
net227,107.36
_09022_,107.32
_06349_,107.22
_03145_,107.16
net19,107.12
_10665_,107.11
_13680_,107.08
_08288_,107.06
_05008_,106.88
_06994_,106.82
_11661_,106.795
_13661_,106.78
_01678_,106.72
_02328_,106.72
_11076_,106.72
_13962_,106.71
_13504_,106.64
_08186_,106.56
net89,106.5
reg_next_pc\[24\],106.4
net198,106.26
_05727_,106.22
_10991_,106.2
_04904_,106.19
_11446_,106.09
_02043_,106.08
_02178_,106.06
_01681_,105.94
_07413_,105.94
irq_pending\[10\],105.94
_04773_,105.88
_00643_,105.82
_06955_,105.82
_11606_,105.58
_04981_,105.56
_09706_,105.46
_02113_,105.38
_10645_,105.36
irq_pending\[24\],105.27
_11837_,105.24
clknet_leaf_100_clk,105.22
clknet_leaf_80_clk,105.2
_04716_,105.19
net31,105.18
_13804_,105.08
_10089_,105.05
_14144_,105.02
reg_out\[2\],105.02
_07334_,105
clknet_leaf_15_clk,105
clknet_leaf_34_clk,104.95
_12478_,104.76
_08192_,104.735
genblk1.pcpi_mul.rd\[50\],104.7
_08538_,104.6
_06421_,104.59
_01602_,104.54
_09157_,104.52
_03804_,104.42
_11786_,104.4
_10711_,104.36
_06820_,104.28
_02258_,104.26
count_instr\[47\],104.16
_07411_,104.12
_09820_,104.06
clknet_leaf_74_clk,104.06
_06072_,104.01
_11660_,103.98
reg_pc\[13\],103.96
_14000_,103.94
_06272_,103.92
_05508_,103.88
_08146_,103.82
_08331_,103.78
_02549_,103.7
_06398_,103.6
_08858_,103.6
_09336_,103.58
_11822_,103.56
_08769_,103.5
_09138_,103.44
genblk1.pcpi_mul.rs2\[28\],103.42
_09452_,103.38
_09510_,103.32
_04846_,103.305
_02877_,103.28
_06362_,103.26
_01540_,103.24
alu_shr\[28\],103.24
_05113_,103.2
_10316_,103.12
_07695_,103.1
_08163_,103.08
_12597_,102.96
clknet_leaf_19_clk,102.94
_09419_,102.935
_11363_,102.92
_09238_,102.84
_01521_,102.76
_07826_,102.68
_06412_,102.6
_08401_,102.6
_07939_,102.57
genblk1.pcpi_mul.rs1\[7\],102.56
decoded_imm\[16\],102.525
_10370_,102.46
_11089_,102.435
net94,102.36
_09592_,102.26
_02998_,102.24
_06958_,102.22
_08460_,102.215
_10742_,102.18
_13505_,102.18
_09712_,102.1
_09756_,102.08
_14563_,102.02
_07945_,102
_03526_,101.98
_07416_,101.98
timer\[2\],101.96
reg_out\[3\],101.92
_05985_,101.9
_08508_,101.89
_06105_,101.88
_03159_,101.865
_08643_,101.83
_10196_,101.77
_01700_,101.74
clknet_leaf_188_clk,101.72
_10245_,101.7
clknet_leaf_127_clk,101.7
_10633_,101.66
_04264_,101.645
_01676_,101.64
_09670_,101.62
_12363_,101.62
_08172_,101.5
clknet_leaf_35_clk,101.44
timer\[25\],101.28
_12930_,101.22
_02499_,101.16
_04781_,101.15
_10198_,101.13
irq_mask\[4\],101.1
_09196_,101
_08494_,100.98
_07045_,100.92
_10631_,100.8
_04997_,100.74
clknet_leaf_135_clk,100.72
_09634_,100.7
clknet_leaf_126_clk,100.7
net235,100.68
_10737_,100.62
irq_pending\[28\],100.6
_04925_,100.52
net25,100.5
alu_out_q\[22\],100.44
clknet_leaf_27_clk,100.44
_09750_,100.38
net32,100.33
decoded_imm\[17\],100.315
_01995_,100.3
_08997_,100.26
_11910_,100.26
_11062_,100.22
_10103_,100.1
_13676_,100.06
_13944_,99.98
_09691_,99.94
_02111_,99.92
genblk1.pcpi_mul.rs2\[2\],99.72
net93,99.72
_07034_,99.7
_09040_,99.66
pcpi_timeout,99.64
_12917_,99.62
clknet_leaf_55_clk,99.58
_07063_,99.56
_10120_,99.38
_05897_,99.32
reg_pc\[21\],99.32
_03402_,99.31
_04763_,99.3
_06389_,99.26
_04996_,99.215
_08810_,99.16
_10284_,99.12
_12230_,99.06
_06358_,99.02
_13678_,98.94
_07978_,98.92
irq_mask\[14\],98.9
_10964_,98.85
_06691_,98.84
_08697_,98.84
_06423_,98.78
_08467_,98.78
_08615_,98.66
net160,98.6
_06342_,98.56
_03400_,98.49
_13897_,98.475
_02473_,98.46
_02033_,98.45
_08541_,98.36
reg_out\[5\],98.36
_03478_,98.34
_08518_,98.24
net96,98.22
_05248_,98.2
_13723_,98.18
_14133_,98.18
irq_mask\[15\],98.08
_02296_,97.96
_12495_,97.96
_03301_,97.94
cpuregs\[6\]\[5\],97.92
_11078_,97.86
_13940_,97.78
_03583_,97.7
_09347_,97.66
_09787_,97.64
timer\[20\],97.6
_01543_,97.58
reg_pc\[5\],97.575
_10355_,97.52
_13176_,97.46
irq_mask\[16\],97.46
_11838_,97.36
_03023_,97.28
_07409_,97.28
_12496_,97.22
_13619_,97.2
_13638_,97.1
_05175_,97.09
_02406_,97.02
clknet_leaf_125_clk,96.99
_08411_,96.91
_13347_,96.9
_03126_,96.86
_03352_,96.82
_09511_,96.82
_10968_,96.72
irq_pending\[6\],96.72
_14608_,96.715
_06416_,96.68
_07030_,96.68
clknet_leaf_189_clk,96.64
timer\[14\],96.51
reg_pc\[27\],96.5
_08748_,96.44
_12698_,96.44
_13873_,96.44
_12785_,96.38
timer\[3\],96.38
_10191_,96.325
_06024_,96.32
_10664_,96.3
_14476_,96.3
_13557_,96.28
alu_shr\[11\],96.22
_07849_,96.18
_06375_,96.135
_09732_,96.1
_08848_,96.08
_08231_,96.07
net92,96.06
_07572_,96.02
